Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-10-04 00:00:00-04:00,159.17999267578125,161.0800018310547,158.9199981689453,160.6999969482422,8024500,0.0,0.0,0.0
2022-10-05 00:00:00-04:00,159.32000732421875,160.0800018310547,158.3800048828125,159.80999755859375,5296300,0.0,0.0,0.0
2022-10-06 00:00:00-04:00,159.41000366210938,159.94000244140625,158.9499969482422,159.6300048828125,5712600,0.0,0.0,0.0
2022-10-07 00:00:00-04:00,158.4600067138672,158.97999572753906,157.67999267578125,157.8800048828125,5030000,0.0,0.0,0.0
2022-10-10 00:00:00-04:00,155.94000244140625,156.35000610351562,155.1199951171875,155.47999572753906,6110800,0.0,0.0,0.0
2022-10-11 00:00:00-04:00,155.49000549316406,156.80999755859375,154.9199981689453,155.16000366210938,5306700,0.0,0.0,0.0
2022-10-12 00:00:00-04:00,155.50999450683594,156.2899932861328,155.25999450683594,155.99000549316406,3998500,0.0,0.0,0.0
2022-10-13 00:00:00-04:00,153.47999572753906,155.72999572753906,152.9199981689453,154.91000366210938,7083800,0.0,0.0,0.0
2022-10-14 00:00:00-04:00,154.02000427246094,154.1999969482422,152.72000122070312,152.97999572753906,5471900,0.0,0.0,0.0
2022-10-17 00:00:00-04:00,154.9199981689453,155.3300018310547,153.32000732421875,153.4199981689453,4348000,0.0,0.0,0.0
2022-10-18 00:00:00-04:00,154.0800018310547,154.24000549316406,153.24000549316406,153.75,4528400,0.0,0.0,0.0
2022-10-19 00:00:00-04:00,152.08999633789062,152.49000549316406,151.5399932861328,151.69000244140625,8257100,0.0,0.0,0.0
2022-10-20 00:00:00-04:00,151.9199981689453,153.22999572753906,151.27000427246094,151.4499969482422,5019800,0.0,0.0,0.0
2022-10-21 00:00:00-04:00,151.97999572753906,154.30999755859375,151.8300018310547,154.14999389648438,6898400,0.0,0.0,0.0
2022-10-24 00:00:00-04:00,153.4499969482422,154.05999755859375,153.05999755859375,153.64999389648438,4673300,0.0,0.0,0.0
2022-10-25 00:00:00-04:00,153.9600067138672,154.7899932861328,153.8300018310547,154.0,3434100,0.0,0.0,0.0
2022-10-26 00:00:00-04:00,154.77999877929688,155.72999572753906,154.77999877929688,154.97999572753906,4448200,0.0,0.0,0.0
2022-10-27 00:00:00-04:00,154.7100067138672,155.08999633789062,154.22000122070312,154.74000549316406,3654900,0.0,0.0,0.0
2022-10-28 00:00:00-04:00,152.9600067138672,153.5399932861328,152.5,153.16000366210938,4645400,0.0,0.0,0.0
2022-10-31 00:00:00-04:00,152.16000366210938,152.8699951171875,151.88999938964844,151.91000366210938,6097800,0.0,0.0,0.0
2022-11-01 00:00:00-04:00,153.82000732421875,153.97999572753906,152.8699951171875,153.4600067138672,4603600,0.0,0.0,0.0
2022-11-02 00:00:00-04:00,154.16000366210938,155.4199981689453,152.25999450683594,152.38999938964844,7210900,0.0,0.0,0.0
2022-11-03 00:00:00-04:00,150.6999969482422,151.9600067138672,150.57000732421875,151.80999755859375,5378800,0.0,0.0,0.0
2022-11-04 00:00:00-04:00,154.9499969482422,156.60000610351562,154.66000366210938,156.47000122070312,7692000,0.0,0.0,0.0
2022-11-07 00:00:00-05:00,156.22000122070312,156.57000732421875,155.80999755859375,155.85000610351562,4425700,0.0,0.0,0.0
2022-11-08 00:00:00-05:00,155.99000549316406,159.8699951171875,155.97999572753906,159.4499969482422,11299600,0.0,0.0,0.0
2022-11-09 00:00:00-05:00,159.36000061035156,160.35000610351562,158.4499969482422,158.64999389648438,6040600,0.0,0.0,0.0
2022-11-10 00:00:00-05:00,162.00999450683594,163.50999450683594,161.66000366210938,163.47999572753906,9939900,0.0,0.0,0.0
2022-11-11 00:00:00-05:00,163.91000366210938,164.5800018310547,163.4199981689453,164.55999755859375,4622400,0.0,0.0,0.0
2022-11-14 00:00:00-05:00,164.1999969482422,165.24000549316406,164.14999389648438,164.9199981689453,6187600,0.0,0.0,0.0
2022-11-15 00:00:00-05:00,165.27000427246094,166.22999572753906,164.55999755859375,165.5,9903500,0.0,0.0,0.0
2022-11-16 00:00:00-05:00,165.41000366210938,165.7100067138672,164.8300018310547,165.1199951171875,3645800,0.0,0.0,0.0
2022-11-17 00:00:00-05:00,163.7899932861328,164.11000061035156,163.39999389648438,163.9199981689453,4574400,0.0,0.0,0.0
2022-11-18 00:00:00-05:00,163.3800048828125,163.69000244140625,162.67999267578125,162.7899932861328,4321100,0.0,0.0,0.0
2022-11-21 00:00:00-05:00,162.44000244140625,162.5,161.27999877929688,161.8800048828125,4766500,0.0,0.0,0.0
2022-11-22 00:00:00-05:00,162.3000030517578,162.60000610351562,161.72000122070312,162.07000732421875,3203800,0.0,0.0,0.0
2022-11-23 00:00:00-05:00,161.69000244140625,163.24000549316406,161.55999755859375,163.0800018310547,4167000,0.0,0.0,0.0
2022-11-25 00:00:00-05:00,162.85000610351562,163.42999267578125,162.75999450683594,163.22000122070312,1436500,0.0,0.0,0.0
2022-11-28 00:00:00-05:00,162.92999267578125,163.05999755859375,161.91000366210938,161.92999267578125,4052900,0.0,0.0,0.0
2022-11-29 00:00:00-05:00,162.6999969482422,163.6300048828125,162.60000610351562,162.72999572753906,2620600,0.0,0.0,0.0
2022-11-30 00:00:00-05:00,163.69000244140625,164.80999755859375,162.39999389648438,164.80999755859375,4874700,0.0,0.0,0.0
2022-12-01 00:00:00-05:00,167.47999572753906,167.9499969482422,166.97999572753906,167.83999633789062,8625800,0.0,0.0,0.0
2022-12-02 00:00:00-05:00,166.17999267578125,167.47000122070312,165.75999450683594,167.25999450683594,5185900,0.0,0.0,0.0
2022-12-05 00:00:00-05:00,166.5500030517578,166.72000122070312,164.32000732421875,164.38999938964844,5436200,0.0,0.0,0.0
2022-12-06 00:00:00-05:00,165.1999969482422,165.5399932861328,164.4499969482422,164.83999633789062,3597800,0.0,0.0,0.0
2022-12-07 00:00:00-05:00,165.47000122070312,166.63999938964844,165.32000732421875,166.3300018310547,4610700,0.0,0.0,0.0
2022-12-08 00:00:00-05:00,166.5800018310547,167.0500030517578,166.07000732421875,166.47000122070312,3217900,0.0,0.0,0.0
2022-12-09 00:00:00-05:00,167.25999450683594,168.08999633789062,166.60000610351562,167.05999755859375,5431300,0.0,0.0,0.0
2022-12-12 00:00:00-05:00,166.44000244140625,166.60000610351562,165.42999267578125,165.67999267578125,3504400,0.0,0.0,0.0
2022-12-13 00:00:00-05:00,169.2100067138672,169.7899932861328,168.02000427246094,168.50999450683594,6750200,0.0,0.0,0.0
2022-12-14 00:00:00-05:00,168.42999267578125,168.80999755859375,167.13999938964844,168.10000610351562,5643000,0.0,0.0,0.0
2022-12-15 00:00:00-05:00,165.72999572753906,166.2100067138672,165.10000610351562,165.35000610351562,8363000,0.0,0.0,0.0
2022-12-16 00:00:00-05:00,166.02000427246094,166.97999572753906,165.83999633789062,166.7899932861328,5372000,0.0,0.0,0.0
2022-12-19 00:00:00-05:00,166.7100067138672,167.11000061035156,165.99000549316406,166.32000732421875,3940500,0.0,0.0,0.0
2022-12-20 00:00:00-05:00,168.10000610351562,169.52999877929688,168.02999877929688,169.0800018310547,7803100,0.0,0.0,0.0
2022-12-21 00:00:00-05:00,169.0399932861328,169.7100067138672,168.67999267578125,168.8000030517578,3990100,0.0,0.0,0.0
2022-12-22 00:00:00-05:00,167.75999450683594,167.75999450683594,166.05999755859375,166.75999450683594,5672700,0.0,0.0,0.0
2022-12-23 00:00:00-05:00,166.8800048828125,167.8000030517578,166.66000366210938,167.25999450683594,2912300,0.0,0.0,0.0
2022-12-27 00:00:00-05:00,167.88999938964844,170.61000061035156,167.8000030517578,168.6699981689453,6885700,0.0,0.0,0.0
2022-12-28 00:00:00-05:00,168.0500030517578,168.33999633789062,167.10000610351562,167.91000366210938,3662500,0.0,0.0,0.0
2022-12-29 00:00:00-05:00,168.5399932861328,169.35000610351562,168.52000427246094,168.85000610351562,3345900,0.0,0.0,0.0
2022-12-30 00:00:00-05:00,169.25999450683594,169.89999389648438,168.8000030517578,169.63999938964844,2864500,0.0,0.0,0.0
2023-01-03 00:00:00-05:00,171.32000732421875,172.08999633789062,170.02000427246094,171.05999755859375,7992900,0.0,0.0,0.0
2023-01-04 00:00:00-05:00,172.86000061035156,173.08999633789062,171.85000610351562,172.6699981689453,7574600,0.0,0.0,0.0
2023-01-05 00:00:00-05:00,170.82000732421875,171.0,169.7899932861328,170.52000427246094,4692600,0.0,0.0,0.0
2023-01-06 00:00:00-05:00,171.75999450683594,173.9600067138672,171.22999572753906,173.7100067138672,7889000,0.0,0.0,0.0
2023-01-09 00:00:00-05:00,174.50999450683594,175.0399932861328,173.8800048828125,174.10000610351562,5134500,0.0,0.0,0.0
2023-01-10 00:00:00-05:00,174.61000061035156,174.97999572753906,174.05999755859375,174.74000549316406,4398400,0.0,0.0,0.0
2023-01-11 00:00:00-05:00,174.75999450683594,174.7899932861328,173.72000122070312,174.6199951171875,3374200,0.0,0.0,0.0
2023-01-12 00:00:00-05:00,176.00999450683594,176.7100067138672,174.8800048828125,176.63999938964844,6936900,0.0,0.0,0.0
2023-01-13 00:00:00-05:00,176.9600067138672,178.8300018310547,176.88999938964844,178.75999450683594,7468800,0.0,0.0,0.0
2023-01-17 00:00:00-05:00,178.2100067138672,178.24000549316406,177.08999633789062,177.58999633789062,6610800,0.0,0.0,0.0
2023-01-18 00:00:00-05:00,178.9199981689453,179.17999267578125,176.89999389648438,177.0800018310547,5384700,0.0,0.0,0.0
2023-01-19 00:00:00-05:00,178.3699951171875,180.02999877929688,178.08999633789062,179.88999938964844,6678700,0.0,0.0,0.0
2023-01-20 00:00:00-05:00,179.05999755859375,179.66000366210938,178.64999389648438,179.2899932861328,5754800,0.0,0.0,0.0
2023-01-23 00:00:00-05:00,178.35000610351562,179.69000244140625,177.77999877929688,179.6300048828125,5265500,0.0,0.0,0.0
2023-01-24 00:00:00-05:00,179.55999755859375,180.32000732421875,178.35000610351562,180.27999877929688,4604600,0.0,0.0,0.0
2023-01-25 00:00:00-05:00,179.35000610351562,181.22000122070312,179.2899932861328,181.11000061035156,6925300,0.0,0.0,0.0
2023-01-26 00:00:00-05:00,180.14999389648438,180.27000427246094,178.4600067138672,179.47000122070312,5860100,0.0,0.0,0.0
2023-01-27 00:00:00-05:00,179.27000427246094,179.72000122070312,178.25999450683594,179.22000122070312,6052700,0.0,0.0,0.0
2023-01-30 00:00:00-05:00,179.2899932861328,179.42999267578125,178.64999389648438,178.75999450683594,4210700,0.0,0.0,0.0
2023-01-31 00:00:00-05:00,178.82000732421875,179.6999969482422,178.5399932861328,179.41000366210938,5976900,0.0,0.0,0.0
2023-02-01 00:00:00-05:00,179.75,181.72999572753906,178.6300048828125,181.6699981689453,7996000,0.0,0.0,0.0
2023-02-02 00:00:00-05:00,181.0800018310547,181.11000061035156,177.74000549316406,177.89999389648438,8842400,0.0,0.0,0.0
2023-02-03 00:00:00-05:00,174.9199981689453,175.42999267578125,173.1199951171875,173.4600067138672,13674400,0.0,0.0,0.0
2023-02-06 00:00:00-05:00,174.11000061035156,174.4600067138672,173.27999877929688,173.82000732421875,8957000,0.0,0.0,0.0
2023-02-07 00:00:00-05:00,173.72000122070312,175.27000427246094,173.47000122070312,173.97999572753906,6794200,0.0,0.0,0.0
2023-02-08 00:00:00-05:00,174.94000244140625,174.99000549316406,173.8300018310547,174.41000366210938,4075600,0.0,0.0,0.0
2023-02-09 00:00:00-05:00,175.49000549316406,175.52000427246094,172.8699951171875,173.02999877929688,5361300,0.0,0.0,0.0
2023-02-10 00:00:00-05:00,173.6300048828125,173.67999267578125,172.6300048828125,173.36000061035156,2971100,0.0,0.0,0.0
2023-02-13 00:00:00-05:00,172.6999969482422,172.89999389648438,172.07000732421875,172.47999572753906,3970800,0.0,0.0,0.0
2023-02-14 00:00:00-05:00,171.97000122070312,173.50999450683594,171.41000366210938,172.61000061035156,5403100,0.0,0.0,0.0
2023-02-15 00:00:00-05:00,170.60000610351562,170.99000549316406,170.16000366210938,170.88999938964844,5423800,0.0,0.0,0.0
2023-02-16 00:00:00-05:00,170.33999633789062,171.60000610351562,169.9600067138672,170.75,4540400,0.0,0.0,0.0
2023-02-17 00:00:00-05:00,169.8699951171875,171.47000122070312,169.52000427246094,171.25999450683594,4809800,0.0,0.0,0.0
2023-02-21 00:00:00-05:00,171.1999969482422,171.5,170.33999633789062,170.6199951171875,4035900,0.0,0.0,0.0
2023-02-22 00:00:00-05:00,170.80999755859375,170.9600067138672,169.55999755859375,169.66000366210938,4105700,0.0,0.0,0.0
2023-02-23 00:00:00-05:00,169.83999633789062,170.1300048828125,169.0800018310547,169.57000732421875,5073500,0.0,0.0,0.0
2023-02-24 00:00:00-05:00,168.4199981689453,168.83999633789062,168.19000244140625,168.35000610351562,6496500,0.0,0.0,0.0
2023-02-27 00:00:00-05:00,168.8800048828125,169.22999572753906,168.5500030517578,169.00999450683594,4509200,0.0,0.0,0.0
2023-02-28 00:00:00-05:00,168.77999877929688,170.25,168.58999633789062,169.77999877929688,6761600,0.0,0.0,0.0
2023-03-01 00:00:00-05:00,170.9499969482422,171.49000549316406,170.47000122070312,170.75999450683594,6590500,0.0,0.0,0.0
2023-03-02 00:00:00-05:00,170.52000427246094,170.97999572753906,170.36000061035156,170.66000366210938,3950700,0.0,0.0,0.0
2023-03-03 00:00:00-05:00,171.4499969482422,172.60000610351562,170.97999572753906,172.49000549316406,6894500,0.0,0.0,0.0
2023-03-06 00:00:00-05:00,172.32000732421875,172.3699951171875,171.5399932861328,171.6199951171875,4264100,0.0,0.0,0.0
2023-03-07 00:00:00-05:00,170.4199981689453,170.47000122070312,168.52000427246094,168.6199951171875,8713300,0.0,0.0,0.0
2023-03-08 00:00:00-05:00,168.61000061035156,169.58999633789062,168.52000427246094,168.5399932861328,5718600,0.0,0.0,0.0
